OCC_CODE,AREA_TITLE,A_MEDIAN
43-1011,New Jersey,"84,380"
51-1011,New Jersey,"93,690"
51-1011,New Mexico,"100,810"
11-2021,New York,"185,050"
11-2022,New York,"175,730"
13-1161,New York,"98,280"
15-1299,New York,"61,200"
41-4011,New York,"114,700"
41-4012,New York,"82,260"
43-1011,New York,"83,930"
51-1011,New York,"75,250"
11-2021,North Carolina,"180,050"
11-2022,North Carolina,"168,930"
13-1161,North Carolina,"133,350"
17-3029,North Carolina,"46,620"
43-1011,North Carolina,"117,940"
51-1011,North Carolina,"85,330"
11-2022,Ohio,"138,520"
41-4012,Ohio,"79,460"
51-1011,Ohio,"64,980"
41-4011,Oklahoma,"106,640"
51-1011,Oklahoma,"60,090"
11-2021,Oregon,"174,940"
11-2022,Oregon,"172,000"
13-1161,Oregon,"157,930"
17-3029,Oregon,"73,080"
41-4011,Oregon,"127,800"
41-4012,Oregon,"82,160"
51-1011,Oregon,"96,610"
13-1161,Pennsylvania,"79,820"
17-3029,Pennsylvania,"56,940"
41-4012,Pennsylvania,"90,740"
51-1011,Pennsylvania,"63,180"
13-1161,South Carolina,"78,310"
15-1299,South Carolina,"46,000"
41-4012,South Carolina,"138,200"
43-1011,South Carolina,"60,270"
51-1011,South Carolina,"78,170"
51-1011,Tennessee,"63,490"
11-2021,Texas,"208,450"
11-2022,Texas,"171,900"
11-2032,Texas,"205,520"
13-1161,Texas,"99,430"
15-1299,Texas,"165,330"
15-2051,Texas,"130,810"
17-3029,Texas,"66,800"
27-3031,Texas,"102,380"
41-4011,Texas,"78,540"
41-4012,Texas,"73,610"
41-9031,Texas,"163,150"
43-1011,Texas,"104,160"
51-1011,Texas,"80,410"
51-1011,Utah,"61,090"
41-4012,Virginia,"85,750"
51-1011,Virginia,"80,240"
41-4012,Washington,"99,790"
51-1011,Washington,"82,200"
11-2022,Wisconsin,"165,190"
13-1161,Wisconsin,"56,490"
41-4011,Wisconsin,"87,930"
41-4012,Wisconsin,"75,620"
43-1011,Wisconsin,"65,890"
51-1011,Wisconsin,"60,140"
41-4011,Alabama,"163,420"
51-1011,Alabama,"91,800"
11-2022,Arizona,"143,100"
41-4011,Arizona,"173,210"
51-1011,Arizona,"61,530"
11-2021,California,"211,430"
11-2022,California,"200,980"
11-2032,California,"187,210"
13-1161,California,"127,770"
15-1299,California,"126,300"
15-2051,California,"135,330"
17-3029,California,"70,270"
27-1024,California,"95,690"
27-3031,California,"99,140"
27-3043,California,"107,530"
41-1012,California,"78,580"
41-4011,California,"138,440"
41-4012,California,"101,730"
41-9031,California,"101,720"
43-1011,California,"95,040"
51-1011,California,"91,370"
11-2022,Connecticut,"167,140"
41-4011,Connecticut,"80,030"
43-1011,Connecticut,"88,190"
51-1011,Connecticut,"82,900"
13-1161,Delaware,"131,120"
51-1011,Delaware,"105,880"
11-2021,Florida,"150,920"
11-2022,Florida,"125,900"
13-1161,Florida,"82,860"
15-1299,Florida,"55,250"
17-3029,Florida,"65,610"
27-1024,Florida,"80,570"
41-4011,Florida,"103,810"
41-4012,Florida,"101,410"
43-1011,Florida,"58,420"
51-1011,Florida,"86,390"
11-2021,Georgia,"167,140"
11-2022,Georgia,"143,910"
13-1161,Georgia,"104,010"
15-1299,Georgia,"107,290"
17-3029,Georgia,"41,840"
41-4011,Georgia,"103,560"
41-4012,Georgia,"97,310"
41-9031,Georgia,"93,650"
43-1011,Georgia,"80,530"
51-1011,Georgia,"79,230"
41-4011,Idaho,"101,980"
11-2021,Illinois,"160,860"
11-2022,Illinois,"208,880"
13-1161,Illinois,"87,610"
15-1299,Illinois,"57,860"
41-4012,Illinois,"83,980"
51-1011,Illinois,"52,530"
11-2022,Indiana,"123,150"
13-1161,Indiana,"76,090"
41-4012,Indiana,"100,250"
41-9031,Indiana,"69,150"
43-1011,Indiana,"62,140"
51-1011,Indiana,"58,930"
11-2021,Iowa,"163,770"
13-1161,Iowa,"50,030"
41-4011,Iowa,"80,050"
41-4012,Iowa,"84,640"
51-1011,Iowa,"66,610"
41-4011,Kansas,"64,200"
41-4012,Kansas,"80,070"
51-1011,Kansas,"79,670"
11-2022,Kentucky,"108,100"
51-1011,Kentucky,"66,240"
41-4012,Louisiana,"76,790"
51-1011,Louisiana,"71,570"
11-2021,Maryland,*
43-1011,Maryland,"110,920"
51-1011,Maryland,"85,770"
11-2021,Massachusetts,"180,250"
11-2022,Massachusetts,"212,780"
13-1161,Massachusetts,"116,700"
15-2051,Massachusetts,"104,320"
41-1012,Massachusetts,"155,570"
41-4011,Massachusetts,"104,020"
41-4012,Massachusetts,"86,640"
41-9031,Massachusetts,"127,230"
43-1011,Massachusetts,"85,660"
51-1011,Massachusetts,"93,350"
11-2021,Michigan,"170,450"
11-2022,Michigan,"164,390"
13-1161,Michigan,"83,310"
41-4011,Michigan,"100,130"
41-4012,Michigan,"76,400"
41-9031,Michigan,"110,950"
43-1011,Michigan,"76,640"
51-1011,Michigan,"62,120"
11-2021,Minnesota,"175,460"
11-2022,Minnesota,"169,000"
13-1161,Minnesota,"97,500"
15-1299,Minnesota,"101,060"
41-4011,Minnesota,"62,780"
41-4012,Minnesota,"103,510"
43-1011,Minnesota,"88,200"
51-1011,Minnesota,"79,320"
51-1011,Mississippi,"126,390"
41-4012,Missouri,*
51-1011,Missouri,"67,810"
41-4011,Nebraska,"81,390"
51-1011,Nebraska,"62,400"
11-2022,Nevada,"134,910"
41-4012,Nevada,"55,980"
51-1011,Nevada,"97,760"
11-2022,New Hampshire,"212,300"
13-1161,New Hampshire,"72,890"
17-3029,New Hampshire,"75,920"
41-4011,New Hampshire,"84,900"
43-1011,New Hampshire,"99,590"
51-1011,New Hampshire,"97,190"
11-2021,New Jersey,"196,830"
11-2022,New Jersey,"224,880"
13-1161,New Jersey,"120,640"
15-2051,New Jersey,"128,010"
17-3029,New Jersey,"69,360"
41-1012,New Jersey,"114,170"
41-4012,New Jersey,"102,090"
41-9031,New Jersey,"118,000"
43-1011,New Jersey,"101,080"
51-1011,New Jersey,"96,160"
11-2021,New York,"205,010"
11-2022,New York,"174,220"
13-1161,New York,"83,600"
15-1299,New York,"83,150"
15-2051,New York,"131,960"
41-4011,New York,"109,400"
41-4012,New York,"82,530"
43-1011,New York,"89,850"
51-1011,New York,"83,880"
11-2021,North Carolina,"153,830"
11-2022,North Carolina,"148,700"
13-1161,North Carolina,"75,660"
15-1299,North Carolina,"101,910"
15-2051,North Carolina,"125,590"
41-4011,North Carolina,"76,720"
41-9031,North Carolina,"106,970"
51-1011,North Carolina,"64,760"
11-2021,Ohio,"132,730"
11-2022,Ohio,"165,430"
13-1161,Ohio,"93,610"
17-3029,Ohio,"77,080"
41-4011,Ohio,"64,310"
41-4012,Ohio,"90,700"
41-9031,Ohio,"96,710"
51-1011,Ohio,"73,210"
41-4011,Oklahoma,"88,590"
51-1011,Oklahoma,"60,320"
11-2021,Oregon,"169,210"
11-2022,Oregon,"159,350"
13-1161,Oregon,"105,320"
17-3029,Oregon,"76,230"
41-4011,Oregon,"84,240"
41-4012,Oregon,"63,810"
51-1011,Oregon,"80,650"
11-2021,Pennsylvania,"150,580"
11-2022,Pennsylvania,"119,910"
13-1161,Pennsylvania,"82,990"
15-1299,Pennsylvania,"77,940"
15-2051,Pennsylvania,"135,050"
17-3029,Pennsylvania,"56,180"
41-4011,Pennsylvania,"106,820"
41-4012,Pennsylvania,"86,570"
41-9031,Pennsylvania,"90,370"
43-1011,Pennsylvania,"88,550"
51-1011,Pennsylvania,"76,760"
13-1161,Rhode Island,"71,900"
41-4012,Rhode Island,"69,550"
51-1011,Rhode Island,"65,970"
13-1161,South Carolina,"95,040"
41-1012,South Carolina,"113,820"
41-4011,South Carolina,"56,770"
41-4012,South Carolina,"61,750"
51-1011,South Carolina,"78,700"
11-2022,Tennessee,"171,270"
43-1011,Tennessee,"77,040"
51-1011,Tennessee,"77,420"
11-2021,Texas,"162,740"
11-2022,Texas,"138,090"
13-1161,Texas,"103,030"
15-1299,Texas,"133,290"
15-2051,Texas,"147,830"
17-3029,Texas,"52,500"
27-1024,Texas,"60,890"
27-3031,Texas,"84,130"
41-4011,Texas,"88,490"
41-4012,Texas,"80,380"
43-1011,Texas,"100,770"
51-1011,Texas,"76,180"
11-2022,Utah,"124,660"
13-1161,Utah,"83,380"
15-1299,Utah,"80,810"
17-3029,Utah,"54,310"
41-4011,Utah,"73,450"
41-4012,Utah,"62,220"
41-9031,Utah,"107,410"
43-1011,Utah,"71,830"
51-1011,Utah,"74,770"
11-2021,Vermont,"118,140"
41-4011,Vermont,"78,500"
11-2021,Virginia,"135,610"
13-1161,Virginia,"66,990"
41-4011,Virginia,"98,860"
41-4012,Virginia,"59,810"
43-1011,Virginia,"71,010"
51-1011,Virginia,"81,850"
11-2021,Washington,"162,390"
11-2022,Washington,"205,940"
13-1161,Washington,"94,910"
41-4011,Washington,"126,320"
41-4012,Washington,"96,260"
43-1011,Washington,"85,480"
51-1011,Washington,"82,470"
11-2021,Wisconsin,"169,870"
11-2022,Wisconsin,"158,640"
13-1161,Wisconsin,"118,610"
17-3029,Wisconsin,"82,740"
41-4012,Wisconsin,"82,050"
43-1011,Wisconsin,"76,690"
51-1011,Wisconsin,"82,140"
51-1011,Puerto Rico,"36,510"
11-2021,California,"190,580"
11-2022,California,"131,050"
13-1161,California,"86,830"
15-2051,California,"96,290"
41-4012,Florida,"43,080"
15-2051,Texas,"127,000"
41-4012,Alabama,"79,520"
51-1011,Alabama,"69,940"
41-4012,Arizona,"105,200"
51-1011,Arizona,"78,820"
41-4012,Arkansas,"55,610"
51-1011,Arkansas,"61,860"
11-2021,California,"208,990"
11-2022,California,"178,450"
13-1161,California,"91,040"
15-1299,California,"117,530"
17-3029,California,"61,320"
41-4011,California,"76,380"
41-4012,California,"98,490"
41-9031,California,"97,700"
43-1011,California,"84,680"
51-1011,California,"73,540"
11-2021,Connecticut,"129,990"
11-2022,Connecticut,"139,450"
13-1161,Connecticut,"64,730"
17-3029,Connecticut,"60,690"
41-4012,Connecticut,"89,490"
41-9031,Connecticut,"104,280"
43-1011,Connecticut,"77,550"
51-1011,Connecticut,"76,270"
51-1011,Delaware,"80,770"
11-2021,Florida,"102,420"
11-2022,Florida,"132,860"
13-1161,Florida,"91,630"
17-3029,Florida,"48,000"
41-4011,Florida,"92,160"
41-4012,Florida,"70,260"
43-1011,Florida,"77,440"
51-1011,Florida,"62,240"
11-2021,Georgia,"162,360"
11-2022,Georgia,"164,850"
13-1161,Georgia,"121,510"
15-1299,Georgia,"129,010"
17-3029,Georgia,"62,250"
41-4012,Georgia,"85,580"
43-1011,Georgia,"77,820"
51-1011,Georgia,"78,950"
41-4012,Idaho,"86,170"
51-1011,Idaho,"65,120"
11-2021,Illinois,"132,670"
11-2022,Illinois,"161,100"
13-1161,Illinois,"81,630"
41-4012,Illinois,"76,640"
41-9031,Illinois,"133,590"
43-1011,Illinois,"85,260"
51-1011,Illinois,"65,110"
11-2022,Indiana,"91,630"
13-1161,Indiana,"83,570"
41-4011,Indiana,"99,090"
41-4012,Indiana,"87,700"
51-1011,Indiana,"61,860"
41-4012,Iowa,"73,640"
51-1011,Iowa,"72,960"
41-4012,Kansas,"56,990"
43-1011,Kansas,"65,680"
51-1011,Kansas,"62,330"
13-1161,Kentucky,"56,790"
15-2051,Kentucky,"99,400"
41-4012,Kentucky,"87,430"
43-1011,Kentucky,"80,150"
51-1011,Kentucky,"69,270"
41-4012,Louisiana,"93,180"
51-1011,Louisiana,"59,110"
51-1011,Maryland,"80,670"
11-2021,Massachusetts,"175,140"
11-2022,Massachusetts,"169,870"
13-1161,Massachusetts,"118,420"
15-2051,Massachusetts,"161,270"
41-1012,Massachusetts,"136,140"
41-4011,Massachusetts,"109,110"
41-4012,Massachusetts,"85,790"
43-1011,Massachusetts,"81,310"
51-1011,Massachusetts,"76,390"
11-2022,Michigan,"126,080"
13-1161,Michigan,"83,530"
41-4011,Michigan,"138,430"
41-4012,Michigan,"81,030"
41-9031,Michigan,"123,080"
43-1011,Michigan,"82,480"
51-1011,Michigan,"63,140"
11-2021,Minnesota,"137,140"
11-2022,Minnesota,"167,560"
13-1161,Minnesota,"78,430"
41-4012,Minnesota,"94,400"
43-1011,Minnesota,"76,650"
51-1011,Minnesota,"79,470"
11-2021,Mississippi,"174,490"
11-2022,Mississippi,"166,990"
41-4012,Mississippi,"78,290"
41-9031,Mississippi,"158,380"
43-1011,Mississippi,"51,990"
51-1011,Mississippi,"70,090"
11-2021,Missouri,"126,640"
11-2022,Missouri,"138,360"
13-1161,Missouri,"79,090"
41-4012,Missouri,"76,140"
43-1011,Missouri,"71,300"
51-1011,Missouri,"77,110"
51-1011,Nebraska,"75,350"
17-3029,Nevada,"76,650"
51-1011,Nevada,"83,240"
41-4011,New Hampshire,"78,660"
41-4012,New Hampshire,"84,020"
51-1011,New Hampshire,"78,070"
13-1161,New Jersey,"81,110"
41-1012,New Jersey,"134,570"
41-4012,New Jersey,"77,980"
43-1011,New Jersey,"62,040"
51-1011,New Jersey,"75,790"
11-2021,New York,"161,810"
11-2022,New York,"185,990"
13-1161,New York,"75,830"
41-1012,New York,"101,990"
41-4011,New York,"125,720"
41-4012,New York,"83,620"
43-1011,New York,"76,840"
51-1011,New York,"81,910"
11-2022,North Carolina,"153,540"
13-1161,North Carolina,"77,970"
15-1299,North Carolina,"47,420"
17-3029,North Carolina,"67,180"
41-4012,North Carolina,"76,520"
41-9031,North Carolina,"94,500"
43-1011,North Carolina,"84,020"
51-1011,North Carolina,"77,200"
11-2021,Ohio,"128,860"
11-2022,Ohio,"141,750"
13-1161,Ohio,"60,850"
17-3029,Ohio,"80,210"
41-4011,Ohio,"139,140"
41-4012,Ohio,"90,420"
41-9031,Ohio,"85,240"
43-1011,Ohio,"79,550"
51-1011,Ohio,"69,070"
41-4011,Oklahoma,"69,990"
41-4012,Oklahoma,"93,940"
51-1011,Oklahoma,"60,210"
41-4012,Oregon,"79,750"
51-1011,Oregon,"65,980"
11-2021,Pennsylvania,"154,990"
11-2022,Pennsylvania,"132,400"
13-1161,Pennsylvania,"63,480"
17-3029,Pennsylvania,"59,660"
41-1012,Pennsylvania,"103,990"
41-4012,Pennsylvania,"78,260"
41-9031,Pennsylvania,"101,560"
43-1011,Pennsylvania,"76,740"
51-1011,Pennsylvania,"75,670"
41-4012,Rhode Island,"56,880"
51-1011,Rhode Island,"74,020"
11-2022,South Carolina,"162,650"
15-1299,South Carolina,"106,710"
41-4012,South Carolina,"97,750"
43-1011,South Carolina,"79,290"
51-1011,South Carolina,"83,140"
11-2021,Tennessee,"146,650"
11-2022,Tennessee,"133,900"
13-1161,Tennessee,"63,310"
15-1299,Tennessee,"66,850"
41-4011,Tennessee,"64,870"
41-4012,Tennessee,"89,080"
43-1011,Tennessee,"77,900"
51-1011,Tennessee,"60,820"
11-2021,Texas,"185,250"
11-2022,Texas,"169,290"
13-1161,Texas,"67,900"
15-1299,Texas,"128,420"
15-2051,Texas,"117,650"
17-3029,Texas,"80,970"
41-4011,Texas,"80,250"
41-4012,Texas,"108,270"
41-9031,Texas,"76,900"
43-1011,Texas,"68,310"
51-1011,Texas,"60,570"
41-4012,Utah,"60,080"
51-1011,Utah,"79,180"
11-2021,Virginia,"208,590"
11-2022,Virginia,"114,010"
13-1161,Virginia,"100,020"
41-1012,Virginia,"142,850"
41-4012,Virginia,"75,200"
43-1011,Virginia,"74,360"
51-1011,Virginia,"75,320"
11-2022,Washington,"149,700"
41-4012,Washington,"100,670"
43-1011,Washington,"79,200"
51-1011,Washington,"58,590"
11-2021,Wisconsin,"152,990"
11-2022,Wisconsin,"166,220"
13-1161,Wisconsin,"81,380"
41-1012,Wisconsin,"119,570"
41-4011,Wisconsin,"80,000"
41-4012,Wisconsin,"78,800"
43-1011,Wisconsin,"74,730"
51-1011,Wisconsin,"77,540"
51-1011,Puerto Rico,"49,330"
11-2022,California,"161,440"
13-1161,California,"77,010"
41-4012,California,"102,000"
43-1011,California,"74,680"
51-1011,California,"76,090"
41-4012,Connecticut,"95,480"
51-1011,Connecticut,"74,730"
11-2022,Florida,"156,870"
41-4012,Florida,"59,530"
41-4012,Georgia,"131,100"
51-1011,Georgia,"79,730"
11-2022,Illinois,"205,990"
41-4012,Illinois,"66,630"
51-1011,Illinois,"63,420"
41-4012,Indiana,"103,570"
51-1011,Indiana,"61,860"
51-1011,Michigan,"57,970"
41-4012,Minnesota,"131,330"
41-4012,New Jersey,"109,170"
51-1011,New Jersey,"63,460"
13-1161,New York,"86,000"
41-4012,New York,"78,830"
43-1011,New York,"79,000"
51-1011,New York,"58,920"
41-4012,North Carolina,"73,730"
41-4012,Ohio,"83,020"
51-1011,Ohio,"72,210"
41-4012,Pennsylvania,"94,470"
51-1011,Pennsylvania,"62,380"
41-4012,South Carolina,"76,660"
11-2022,Tennessee,"126,860"
41-4012,Tennessee,"75,550"
51-1011,Tennessee,"49,490"
11-2022,Texas,"92,880"
43-1011,Texas,"66,810"
51-1011,Texas,"47,330"
41-4012,Virginia,"81,250"
13-1161,Wisconsin,"73,070"
41-4012,Wisconsin,"61,970"
51-1011,Wisconsin,"76,960"
51-1011,California,"65,180"
41-4012,Florida,"97,820"
41-4012,Illinois,"70,600"
51-1011,Illinois,"62,930"
51-1011,Michigan,"76,300"
13-1161,Ohio,"72,170"
41-4012,Ohio,"80,990"
51-1011,Oklahoma,"74,060"
51-1011,South Carolina,"71,760"
11-2021,Tennessee,"131,040"
11-2022,Tennessee,"137,920"
13-1161,Tennessee,"57,250"
41-4012,Tennessee,"101,050"
43-1011,Tennessee,"80,460"
51-1011,Tennessee,"56,930"
51-1011,Texas,"58,000"
41-4012,Washington,"103,420"
11-2022,Wisconsin,"158,570"
41-4012,Wisconsin,"97,080"
51-1011,Wisconsin,"66,960"
51-1011,Alabama,"81,820"
41-4012,Arkansas,"54,960"
51-1011,Arkansas,"61,860"
11-2021,California,"207,890"
11-2022,California,"174,610"
13-1161,California,"97,950"
15-1299,California,"98,020"
41-4012,California,"78,500"
41-9031,California,"100,510"
43-1011,California,"86,250"
51-1011,California,"75,780"
11-2022,Connecticut,"142,830"
41-4012,Connecticut,"96,300"
41-9031,Connecticut,"98,830"
51-1011,Connecticut,"77,300"
11-2022,Florida,"155,130"
13-1161,Florida,"71,220"
17-3029,Florida,"76,600"
41-4011,Florida,"59,170"
41-4012,Florida,"70,260"
43-1011,Florida,"71,050"
51-1011,Florida,"62,240"
11-2022,Georgia,"121,670"
17-3029,Georgia,"62,400"
41-4012,Georgia,"98,160"
43-1011,Georgia,"74,710"
51-1011,Georgia,"78,950"
11-2022,Illinois,"164,130"
13-1161,Illinois,"89,130"
41-4012,Illinois,"81,870"
51-1011,Illinois,"80,560"
41-4012,Indiana,"79,110"
51-1011,Indiana,"68,280"
41-4012,Kansas,"72,460"
51-1011,Kansas,"68,710"
51-1011,Kentucky,"76,520"
41-4012,Louisiana,"93,180"
51-1011,Louisiana,"59,120"
51-1011,Maryland,"78,770"
11-2022,Massachusetts,"170,090"
13-1161,Massachusetts,"120,600"
41-1012,Massachusetts,"136,140"
41-4011,Massachusetts,"109,110"
41-4012,Michigan,"81,030"
51-1011,Michigan,"55,780"
11-2021,Minnesota,"127,800"
11-2022,Minnesota,"167,550"
13-1161,Minnesota,"78,430"
41-4012,Minnesota,"81,210"
51-1011,Minnesota,"79,470"
11-2022,Mississippi,"171,700"
41-4012,Mississippi,"78,290"
41-9031,Mississippi,"158,380"
51-1011,Mississippi,"79,230"
11-2022,Missouri,"130,470"
13-1161,Missouri,"79,990"
41-4012,Missouri,"73,820"
51-1011,Missouri,"77,900"
41-4012,New Jersey,"119,290"
41-4012,New York,"127,180"
51-1011,New York,"86,420"
15-1299,North Carolina,"36,030"
41-4012,North Carolina,"71,310"
41-9031,North Carolina,"88,150"
51-1011,North Carolina,"76,170"
11-2021,Ohio,"127,040"
11-2022,Ohio,"154,910"
13-1161,Ohio,"85,960"
41-4012,Ohio,"98,890"
51-1011,Ohio,"81,350"
51-1011,Oklahoma,"59,960"
11-2021,Pennsylvania,"155,430"
11-2022,Pennsylvania,"124,370"
13-1161,Pennsylvania,"64,490"
17-3029,Pennsylvania,"59,660"
41-4012,Pennsylvania,"80,440"
41-9031,Pennsylvania,"105,200"
43-1011,Pennsylvania,"77,560"
51-1011,Pennsylvania,"80,800"
11-2022,South Carolina,"164,710"
41-4012,South Carolina,"53,160"
51-1011,South Carolina,"82,380"
11-2022,Tennessee,"153,570"
41-4012,Tennessee,"90,810"
51-1011,Tennessee,"74,540"
11-2022,Texas,"171,440"
41-4011,Texas,"95,640"
41-4012,Texas,"108,570"
41-9031,Texas,"76,900"
43-1011,Texas,"65,400"
51-1011,Texas,"65,250"
41-4012,Utah,"52,820"
11-2021,Virginia,"208,690"
11-2022,Virginia,"113,150"
13-1161,Virginia,"108,930"
41-1012,Virginia,"155,970"
41-4012,Virginia,"83,030"
51-1011,Virginia,"75,550"
11-2022,Washington,"138,060"
41-4012,Washington,"100,670"
43-1011,Washington,"79,200"
51-1011,Washington,"58,590"
11-2022,Wisconsin,"169,960"
13-1161,Wisconsin,"88,860"
41-1012,Wisconsin,"124,020"
41-4011,Wisconsin,"80,000"
41-4012,Wisconsin,"78,800"
43-1011,Wisconsin,"78,350"
51-1011,Wisconsin,"81,490"
51-1011,Puerto Rico,"50,260"
51-1011,Alabama,"70,270"
41-4012,Arizona,"109,730"
51-1011,Arizona,"69,810"
51-1011,Arkansas,"57,930"
11-2021,California,"237,110"
11-2022,California,"181,950"
13-1161,California,"101,410"
41-4011,California,*
41-4012,California,"99,990"
43-1011,California,"87,030"
51-1011,California,"72,970"
11-2022,Connecticut,"160,690"
17-3029,Connecticut,"60,690"
41-4012,Connecticut,"71,670"
51-1011,Connecticut,"76,750"
11-2022,Florida,"101,790"
13-1161,Florida,"132,460"
17-3029,Florida,"41,840"
41-4011,Florida,"141,210"
41-4012,Florida,"75,570"
43-1011,Florida,"82,040"
51-1011,Florida,"62,590"
11-2022,Georgia,"167,970"
17-3029,Georgia,"45,990"
41-4012,Georgia,"74,920"
43-1011,Georgia,"77,820"
51-1011,Georgia,"78,480"
41-4012,Idaho,"86,940"
11-2021,Illinois,"132,670"
11-2022,Illinois,"158,810"
13-1161,Illinois,"81,930"
41-4012,Illinois,"76,640"
51-1011,Illinois,"61,370"
41-4012,Indiana,"68,130"
51-1011,Indiana,"56,590"
51-1011,Iowa,"67,880"
41-4012,Kansas,*
51-1011,Kansas,"62,220"
13-1161,Kentucky,"56,790"
41-4012,Kentucky,"87,430"
15-2051,Massachusetts,"161,270"
41-4011,Massachusetts,"106,780"
51-1011,Massachusetts,"80,470"
13-1161,Michigan,"83,060"
41-4011,Michigan,"138,430"
41-4012,Michigan,"80,170"
41-9031,Michigan,"128,170"
51-1011,Michigan,"78,370"
13-1161,Minnesota,"106,310"
11-2022,Missouri,"142,650"
41-4012,Missouri,"77,470"
51-1011,Missouri,"76,420"
17-3029,Nevada,"76,650"
51-1011,Nevada,"83,240"
41-4012,New Hampshire,"84,020"
51-1011,New Hampshire,"76,880"
13-1161,New Jersey,"80,990"
41-4012,New Jersey,"72,790"
51-1011,New Jersey,"62,900"
11-2021,New York,"161,810"
13-1161,New York,"62,700"
41-4012,New York,"76,240"
43-1011,New York,"78,670"
51-1011,New York,"89,330"
13-1161,North Carolina,"89,800"
17-3029,North Carolina,"67,180"
41-4012,North Carolina,"107,390"
43-1011,North Carolina,"84,020"
51-1011,North Carolina,"79,320"
11-2021,Ohio,"128,860"
11-2022,Ohio,"134,290"
13-1161,Ohio,"57,910"
41-4012,Ohio,"82,250"
43-1011,Ohio,"97,020"
51-1011,Ohio,"59,040"
51-1011,Oregon,"71,780"
11-2021,Pennsylvania,"158,900"
11-2022,Pennsylvania,"139,310"
13-1161,Pennsylvania,"61,340"
41-4012,Pennsylvania,"76,150"
43-1011,Pennsylvania,"74,360"
51-1011,Pennsylvania,"73,180"
41-4012,South Carolina,"122,240"
51-1011,South Carolina,"84,770"
11-2022,Tennessee,"121,100"
41-4012,Tennessee,*
51-1011,Tennessee,"52,090"
11-2021,Texas,#
11-2022,Texas,"133,530"
13-1161,Texas,"65,930"
41-4011,Texas,"60,380"
41-4012,Texas,"60,280"
51-1011,Texas,"56,200"
51-1011,Utah,"87,320"
41-4012,Virginia,"49,920"
51-1011,Virginia,"75,060"
41-4012,Washington,"73,970"
51-1011,Washington,"69,270"
41-4012,Wisconsin,"63,070"
43-1011,Wisconsin,"65,100"
51-1011,Wisconsin,"64,010"
51-1011,Puerto Rico,"46,430"
11-2022,Alabama,"145,690"
41-4011,Alabama,"132,930"
41-4012,Alabama,"73,810"
43-1011,Alabama,"79,890"
51-1011,Alabama,"70,440"
51-1011,Alaska,"86,350"
11-2021,Arizona,"216,680"
11-2022,Arizona,"169,570"
13-1161,Arizona,"90,720"
15-1299,Arizona,"61,250"
41-4012,Arizona,"78,410"
43-1011,Arizona,"91,190"
51-1011,Arizona,"85,670"
41-4012,Arkansas,"49,030"
43-1011,Arkansas,"58,160"
51-1011,Arkansas,"60,580"
11-2021,California,"211,510"
11-2022,California,"177,480"
11-2032,California,"169,370"
13-1161,California,"111,100"
15-1299,California,"136,440"
15-2051,California,"160,540"
17-3029,California,"94,160"
27-1014,California,"122,080"
27-1024,California,"78,610"
27-3031,California,"116,470"
41-1012,California,"118,470"
41-4011,California,"97,600"
41-4012,California,"97,840"
41-9031,California,"112,540"
43-1011,California,"94,860"
51-1011,California,"96,090"
11-2021,Connecticut,"165,580"
11-2022,Connecticut,"172,500"
13-1161,Connecticut,"108,980"
17-3029,Connecticut,"97,700"
27-3031,Connecticut,"98,380"
27-3041,Connecticut,"104,950"
41-4011,Connecticut,"99,230"
41-4012,Connecticut,"86,160"
43-1011,Connecticut,"111,450"
51-1011,Connecticut,"100,950"
11-2021,Florida,"219,340"
11-2022,Florida,"121,400"
13-1161,Florida,"98,010"
15-1299,Florida,"80,830"
15-2051,Florida,"81,000"
17-3029,Florida,"85,730"
27-1024,Florida,"75,070"
27-3031,Florida,"83,840"
41-4011,Florida,"80,200"
41-4012,Florida,"75,640"
43-1011,Florida,"69,210"
51-1011,Florida,"77,930"
11-2021,Georgia,"147,610"
11-2022,Georgia,"150,110"
13-1161,Georgia,"100,420"
15-1299,Georgia,"103,670"
15-2051,Georgia,"84,330"
17-3029,Georgia,"52,740"
41-4012,Georgia,"79,700"
43-1011,Georgia,"78,010"
51-1011,Georgia,"77,960"
41-4012,Idaho,"60,770"
43-1011,Idaho,"57,340"
51-1011,Idaho,"62,230"
11-2022,Illinois,"137,420"
13-1161,Illinois,"68,370"
15-2051,Illinois,"114,390"
17-3029,Illinois,"78,310"
41-4012,Illinois,"76,760"
43-1011,Illinois,"83,090"
51-1011,Illinois,"67,060"
11-2021,Indiana,"135,620"
11-2022,Indiana,"158,310"
13-1161,Indiana,"77,620"
15-1299,Indiana,"113,530"
41-1012,Indiana,"56,730"
41-4011,Indiana,"124,360"
41-4012,Indiana,"82,950"
43-1011,Indiana,"89,880"
51-1011,Indiana,"67,000"
11-2022,Iowa,"159,620"
41-4012,Iowa,"75,100"
43-1011,Iowa,"71,970"
51-1011,Iowa,"63,100"
13-1161,Kansas,"98,340"
41-4012,Kansas,"61,190"
43-1011,Kansas,"67,090"
51-1011,Kansas,"78,340"
11-2022,Kentucky,"163,430"
17-3029,Kentucky,"63,810"
41-4012,Kentucky,"66,810"
43-1011,Kentucky,"84,950"
51-1011,Kentucky,"73,200"
15-1299,Louisiana,"86,100"
41-4012,Louisiana,"63,760"
43-1011,Louisiana,"59,720"
51-1011,Louisiana,"69,570"
43-1011,Maine,"97,760"
51-1011,Maine,"80,830"
13-1161,Maryland,"93,950"
