OCC_CODE,AREA_TITLE,A_MEDIAN
41-3011,Tennessee,"45,230"
41-3021,Tennessee,"45,360"
41-4011,Tennessee,"79,690"
41-4012,Tennessee,*
43-1011,Tennessee,"75,540"
43-9111,Tennessee,"53,700"
51-1011,Tennessee,"50,320"
11-2011,Texas,"99,770"
11-2021,Texas,"142,830"
11-2022,Texas,"161,390"
11-2032,Texas,"127,920"
11-2033,Texas,"96,970"
13-1131,Texas,"63,460"
13-1161,Texas,"62,520"
15-1299,Texas,"111,130"
15-2051,Texas,"102,410"
17-3029,Texas,"69,900"
27-1011,Texas,"79,960"
27-1014,Texas,"98,690"
27-1024,Texas,"66,370"
27-1026,Texas,"37,020"
27-2012,Texas,"94,170"
27-3031,Texas,"59,630"
27-3041,Texas,"28,620"
27-3043,Texas,"66,690"
27-4011,Texas,"58,010"
27-4021,Texas,"36,300"
27-4031,Texas,"64,610"
27-4032,Texas,"58,820"
41-1012,Texas,"81,810"
41-3011,Texas,"48,910"
41-3031,Texas,"150,000"
41-4011,Texas,"79,990"
41-4012,Texas,"73,850"
41-9031,Texas,"136,660"
43-1011,Texas,"74,790"
43-9081,Texas,"58,140"
49-2021,Texas,"42,960"
51-1011,Texas,"76,050"
51-5111,Texas,"40,800"
11-2011,Utah,"118,560"
11-2021,Utah,"151,670"
11-2022,Utah,"161,660"
11-2032,Utah,"126,670"
13-1011,Utah,"61,690"
13-1161,Utah,"60,620"
15-1299,Utah,"99,720"
15-2051,Utah,"106,910"
17-3029,Utah,"60,190"
27-1011,Utah,"97,660"
27-1014,Utah,"96,950"
27-1024,Utah,"54,830"
27-1026,Utah,"52,630"
27-2012,Utah,"75,440"
27-3031,Utah,"107,080"
27-3043,Utah,"56,380"
27-4011,Utah,*
27-4021,Utah,"46,270"
27-4031,Utah,*
41-1012,Utah,"89,940"
41-3011,Utah,"64,540"
41-4011,Utah,"102,820"
41-4012,Utah,"77,790"
41-9031,Utah,"132,660"
43-1011,Utah,"66,540"
51-1011,Utah,"57,220"
11-2021,Vermont,"164,620"
11-2022,Vermont,"100,990"
11-2032,Vermont,"132,420"
13-1161,Vermont,"77,310"
15-1299,Vermont,"124,470"
15-2051,Vermont,"120,800"
17-3029,Vermont,"50,640"
27-1024,Vermont,"79,410"
27-3031,Vermont,"69,990"
27-4032,Vermont,"60,620"
41-4011,Vermont,"174,380"
41-9031,Vermont,"113,290"
43-1011,Vermont,"67,670"
11-2011,Virginia,"106,550"
11-2021,Virginia,"204,820"
11-2022,Virginia,"208,440"
11-2032,Virginia,"218,100"
13-1131,Virginia,"54,100"
13-1161,Virginia,"85,150"
15-1299,Virginia,"109,220"
15-2051,Virginia,"128,060"
17-3029,Virginia,"71,300"
27-1011,Virginia,"97,470"
27-1013,Virginia,"59,980"
27-1014,Virginia,"105,490"
27-1024,Virginia,"78,940"
27-2012,Virginia,"96,410"
27-3031,Virginia,"77,760"
27-3041,Virginia,"83,180"
27-3043,Virginia,"84,540"
27-4011,Virginia,"78,050"
27-4021,Virginia,"47,600"
27-4031,Virginia,"83,200"
27-4032,Virginia,"88,310"
41-1012,Virginia,"168,920"
41-3011,Virginia,"45,920"
41-4011,Virginia,"103,080"
41-4012,Virginia,"119,340"
41-9031,Virginia,"142,010"
43-1011,Virginia,"73,740"
43-9081,Virginia,"38,650"
51-1011,Virginia,"77,340"
51-5111,Virginia,"45,590"
11-2011,Washington,"162,450"
11-2021,Washington,"169,380"
11-2022,Washington,"199,440"
11-2032,Washington,"180,720"
13-1131,Washington,"87,360"
13-1161,Washington,"91,900"
15-1299,Washington,"126,280"
15-2051,Washington,"158,760"
17-3029,Washington,"64,480"
27-1011,Washington,"116,380"
27-1014,Washington,"85,000"
27-1024,Washington,"68,000"
27-1026,Washington,"38,210"
27-2012,Washington,"75,000"
27-3031,Washington,"78,930"
27-3041,Washington,"77,530"
27-3043,Washington,"77,990"
27-4011,Washington,"52,240"
27-4021,Washington,"39,410"
27-4031,Washington,"53,340"
27-4032,Washington,"66,110"
41-1012,Washington,"79,990"
41-3011,Washington,"65,850"
41-4011,Washington,"141,940"
41-4012,Washington,"69,310"
41-9031,Washington,"119,560"
43-1011,Washington,"76,000"
43-9111,Washington,"43,220"
51-1011,Washington,"72,800"
11-2021,West Virginia,"125,910"
13-1161,West Virginia,"54,790"
15-1299,West Virginia,"105,510"
15-2051,West Virginia,"115,550"
27-1024,West Virginia,"37,610"
27-3031,West Virginia,"61,160"
27-3041,West Virginia,"57,960"
27-3043,West Virginia,"70,840"
27-4021,West Virginia,"29,590"
41-3011,West Virginia,"55,270"
41-4011,West Virginia,"78,970"
43-1011,West Virginia,"57,930"
51-1011,West Virginia,"83,480"
11-2011,Wisconsin,"139,540"
11-2021,Wisconsin,"131,870"
11-2022,Wisconsin,"147,130"
11-2032,Wisconsin,"94,890"
13-1161,Wisconsin,"64,410"
15-1299,Wisconsin,"56,520"
15-2051,Wisconsin,"98,240"
17-3029,Wisconsin,"64,030"
27-1011,Wisconsin,"83,710"
27-1024,Wisconsin,"60,320"
27-1026,Wisconsin,"49,530"
27-2012,Wisconsin,"76,880"
27-3031,Wisconsin,"63,270"
27-3041,Wisconsin,"66,080"
27-3043,Wisconsin,"63,060"
27-4021,Wisconsin,"37,780"
27-4031,Wisconsin,"43,680"
27-4032,Wisconsin,"40,740"
41-1012,Wisconsin,"97,440"
41-3011,Wisconsin,"61,130"
41-4011,Wisconsin,"81,870"
41-4012,Wisconsin,"80,280"
41-9031,Wisconsin,"125,300"
43-1011,Wisconsin,"61,790"
51-1011,Wisconsin,"66,250"
51-5111,Wisconsin,"46,100"
11-2021,Wyoming,*
13-1161,Wyoming,"57,040"
27-1024,Wyoming,"60,230"
27-3031,Wyoming,"86,560"
27-4021,Wyoming,"39,700"
43-1011,Wyoming,"54,990"
43-1011,Guam,"45,130"
11-2011,Puerto Rico,"40,730"
11-2021,Puerto Rico,"111,690"
11-2022,Puerto Rico,"82,780"
13-1161,Puerto Rico,"46,330"
17-3029,Puerto Rico,"59,580"
27-1011,Puerto Rico,"60,940"
27-1024,Puerto Rico,"32,700"
27-2012,Puerto Rico,"59,020"
27-3031,Puerto Rico,"50,560"
27-3041,Puerto Rico,"22,120"
27-3043,Puerto Rico,"37,190"
27-4011,Puerto Rico,"27,910"
41-1012,Puerto Rico,"44,260"
41-3011,Puerto Rico,"45,570"
41-4012,Puerto Rico,"29,990"
43-1011,Puerto Rico,"41,240"
15-1299,Virgin Islands,"179,830"
43-1011,Virgin Islands,"43,830"
13-1161,Alabama,"71,990"
43-1011,Alabama,"78,060"
43-1011,Alaska,"80,580"
13-1161,Arizona,"106,560"
43-1011,Arizona,"69,620"
43-1011,Arkansas,"48,830"
11-2021,California,"205,680"
11-2022,California,"142,690"
11-2032,California,"180,340"
13-1011,California,#
13-1131,California,"91,170"
13-1161,California,"94,990"
15-1299,California,"105,180"
15-2051,California,"91,580"
27-1024,California,"103,980"
27-3031,California,"79,980"
27-3043,California,"85,130"
43-1011,California,"82,070"
11-2021,Connecticut,"108,880"
13-1161,Connecticut,"64,240"
43-1011,Connecticut,"80,930"
43-1011,Delaware,"74,290"
11-2021,District of Columbia,"211,570"
11-2032,District of Columbia,"156,610"
11-2033,District of Columbia,"168,730"
13-1161,District of Columbia,"105,100"
15-1299,District of Columbia,"133,320"
15-2051,District of Columbia,"95,750"
27-1024,District of Columbia,"75,330"
27-3031,District of Columbia,"99,160"
27-4011,District of Columbia,"84,090"
43-1011,District of Columbia,"105,990"
11-2021,Florida,"139,330"
11-2022,Florida,"106,300"
13-1161,Florida,"75,920"
15-1299,Florida,"33,630"
43-1011,Florida,"62,910"
13-1131,Georgia,"68,810"
13-1161,Georgia,"76,140"
15-1299,Georgia,"102,770"
15-2051,Georgia,"85,490"
27-3031,Georgia,"70,860"
43-1011,Georgia,"79,860"
43-1011,Hawaii,"60,510"
43-1011,Idaho,"51,490"
11-2021,Illinois,"169,230"
11-2022,Illinois,"167,300"
13-1161,Illinois,"77,810"
15-1299,Illinois,"102,120"
43-1011,Illinois,"47,010"
13-1161,Indiana,"78,720"
43-1011,Indiana,"70,970"
43-1011,Iowa,"63,510"
13-1161,Kansas,"88,250"
27-3031,Kansas,"70,310"
43-1011,Kansas,"56,200"
13-1161,Kentucky,"61,290"
27-3031,Kentucky,"105,120"
43-1011,Kentucky,"62,590"
13-1161,Louisiana,"54,400"
15-1299,Louisiana,"71,390"
43-1011,Louisiana,"59,660"
43-1011,Maine,"73,280"
13-1161,Maryland,"62,290"
43-1011,Maryland,"67,970"
11-2021,Massachusetts,"198,570"
13-1161,Massachusetts,"92,020"
15-1299,Massachusetts,"109,910"
15-2051,Massachusetts,"161,300"
43-1011,Massachusetts,*
11-2021,Michigan,"102,430"
13-1161,Michigan,"61,240"
27-3031,Michigan,"48,940"
43-1011,Michigan,"76,850"
13-1161,Minnesota,"104,000"
43-1011,Minnesota,"60,640"
43-1011,Mississippi,"60,890"
11-2021,Missouri,"129,910"
15-1299,Missouri,"103,700"
43-1011,Missouri,"77,470"
43-1011,Montana,"68,660"
13-1161,Nebraska,"47,420"
43-1011,Nebraska,"69,150"
13-1161,Nevada,"55,580"
43-1011,Nevada,"73,430"
43-1011,New Hampshire,"80,310"
11-2021,New Jersey,"124,990"
13-1161,New Jersey,"54,990"
15-1299,New Jersey,"88,230"
43-1011,New Jersey,"95,000"
27-3031,New Mexico,"73,930"
11-2021,New York,"182,220"
11-2033,New York,"149,530"
13-1131,New York,"82,850"
13-1161,New York,"83,300"
15-1299,New York,"114,990"
15-2051,New York,"55,800"
27-1024,New York,"106,570"
27-3031,New York,"110,420"
27-3041,New York,"96,020"
27-4011,New York,"94,410"
43-1011,New York,"102,700"
43-9031,New York,"113,550"
43-9081,New York,"80,590"
13-1161,North Carolina,"70,660"
27-3031,North Carolina,"78,010"
43-1011,North Carolina,"64,990"
11-2021,Ohio,"99,800"
13-1161,Ohio,"78,050"
43-1011,Ohio,"72,190"
13-1161,Oklahoma,"53,940"
43-1011,Oklahoma,"51,010"
13-1161,Oregon,"79,190"
43-1011,Oregon,"95,310"
11-2021,Pennsylvania,"121,360"
13-1161,Pennsylvania,"34,990"
15-1299,Pennsylvania,"79,260"
15-2051,Pennsylvania,"111,830"
27-3031,Pennsylvania,"101,020"
43-1011,Pennsylvania,"79,440"
43-1011,Rhode Island,"53,410"
13-1161,South Carolina,"58,290"
43-1011,South Carolina,"69,540"
13-1161,Tennessee,"50,980"
41-3021,Tennessee,"45,240"
43-1011,Tennessee,"70,920"
11-2021,Texas,"146,910"
11-2022,Texas,"136,310"
11-2032,Texas,"120,070"
13-1131,Texas,"57,490"
13-1161,Texas,"56,710"
15-1299,Texas,"77,490"
15-2051,Texas,"80,000"
27-1024,Texas,"72,770"
27-3031,Texas,"57,230"
43-1011,Texas,"78,480"
13-1161,Utah,"65,220"
43-1011,Utah,"47,820"
11-2032,Virginia,"123,220"
13-1131,Virginia,"102,230"
13-1161,Virginia,"75,160"
27-3031,Virginia,"63,370"
27-3043,Virginia,"91,200"
43-1011,Virginia,"64,460"
11-2021,Washington,"144,930"
13-1161,Washington,"66,020"
15-1299,Washington,"128,460"
27-3031,Washington,"69,990"
43-1011,Washington,"98,000"
43-1011,West Virginia,"60,530"
13-1161,Wisconsin,"72,700"
43-1011,Wisconsin,"76,690"
43-1011,Puerto Rico,"35,740"
43-1011,Virgin Islands,"43,830"
13-1161,Alabama,"85,570"
43-1011,Alabama,"59,590"
43-1011,Alaska,"74,840"
11-2022,Arizona,"160,060"
13-1161,Arizona,"75,630"
15-2051,Arizona,"131,120"
43-1011,Arizona,"56,620"
43-1011,Arkansas,"69,460"
11-2021,California,"162,590"
11-2022,California,"160,010"
13-1161,California,"102,130"
15-1299,California,"102,210"
15-2051,California,"96,730"
27-1024,California,"62,600"
41-1012,California,"78,900"
41-4012,California,"70,030"
41-9031,California,"132,090"
43-1011,California,"70,920"
11-2021,Connecticut,"203,520"
13-1161,Connecticut,"73,210"
43-1011,Connecticut,"88,100"
43-1011,Delaware,"99,760"
11-2021,District of Columbia,"224,150"
11-2032,District of Columbia,#
13-1161,District of Columbia,"216,960"
15-1299,District of Columbia,"134,210"
43-1011,District of Columbia,"143,480"
11-2021,Florida,"160,640"
11-2022,Florida,"141,780"
13-1161,Florida,"60,160"
15-1299,Florida,"119,600"
15-2051,Florida,"120,840"
27-1024,Florida,"206,450"
27-3031,Florida,"60,180"
27-3041,Florida,"57,020"
41-1012,Florida,"125,940"
43-1011,Florida,"75,810"
11-2021,Georgia,"173,580"
11-2022,Georgia,"196,090"
13-1161,Georgia,"84,840"
15-1299,Georgia,"106,860"
15-2051,Georgia,"139,110"
27-1024,Georgia,"70,860"
27-3031,Georgia,"123,140"
43-1011,Georgia,*
43-1011,Hawaii,"65,360"
43-1011,Idaho,"55,140"
11-2021,Illinois,"128,700"
11-2022,Illinois,"168,460"
13-1161,Illinois,"78,200"
15-1299,Illinois,"92,650"
15-2051,Illinois,"147,130"
43-1011,Illinois,"64,460"
13-1161,Indiana,"62,910"
15-2051,Indiana,"76,710"
43-1011,Indiana,"66,330"
13-1161,Iowa,"66,380"
43-1011,Iowa,"54,200"
13-1161,Kansas,"62,320"
43-1011,Kansas,"75,620"
11-2021,Kentucky,"97,880"
13-1161,Kentucky,"47,060"
15-2051,Kentucky,"110,440"
43-1011,Kentucky,"64,690"
13-1161,Louisiana,"43,610"
15-1299,Louisiana,"75,340"
43-1011,Louisiana,"51,510"
43-1011,Maine,"74,990"
11-2021,Maryland,"137,110"
13-1161,Maryland,"79,940"
41-3031,Maryland,"96,680"
43-1011,Maryland,"75,020"
11-2021,Massachusetts,"178,530"
13-1161,Massachusetts,"89,000"
15-1299,Massachusetts,"99,830"
15-2051,Massachusetts,"99,250"
41-3031,Massachusetts,"127,830"
43-1011,Massachusetts,"83,990"
11-2021,Michigan,"136,290"
13-1161,Michigan,"75,140"
15-1299,Michigan,"91,210"
15-2051,Michigan,"102,640"
43-1011,Michigan,"59,510"
11-2021,Minnesota,"165,090"
13-1161,Minnesota,"86,190"
43-1011,Minnesota,"77,200"
43-1011,Mississippi,"47,990"
11-2021,Missouri,"124,310"
11-2022,Missouri,"119,980"
13-1161,Missouri,"61,190"
15-1299,Missouri,"114,390"
15-2051,Missouri,"96,200"
27-2012,Missouri,"89,890"
43-1011,Missouri,"63,720"
43-1011,Montana,"45,410"
13-1161,Nebraska,"45,330"
43-1011,Nebraska,"64,260"
11-2022,Nevada,"96,240"
43-1011,Nevada,"60,840"
43-1011,New Hampshire,"64,290"
11-2021,New Jersey,"166,120"
11-2022,New Jersey,"159,960"
11-2032,New Jersey,"167,190"
13-1161,New Jersey,"91,370"
15-1299,New Jersey,"121,170"
15-2051,New Jersey,"169,310"
27-1024,New Jersey,"127,420"
43-1011,New Jersey,"73,830"
43-1011,New Mexico,"79,690"
11-2021,New York,"172,490"
11-2022,New York,"174,300"
13-1161,New York,"97,650"
15-1299,New York,"135,130"
15-2051,New York,"93,410"
27-3031,New York,"107,580"
27-4021,New York,"61,990"
41-1012,New York,"103,370"
43-1011,New York,"85,030"
11-2021,North Carolina,"161,260"
11-2022,North Carolina,"171,170"
13-1161,North Carolina,"84,460"
15-1299,North Carolina,"105,280"
15-2051,North Carolina,"163,300"
41-3031,North Carolina,"95,360"
43-1011,North Carolina,"76,430"
11-2021,Ohio,"138,880"
11-2022,Ohio,"108,870"
13-1161,Ohio,"62,400"
15-1299,Ohio,*
27-1024,Ohio,"129,900"
41-1012,Ohio,"82,530"
43-1011,Ohio,"57,580"
13-1161,Oklahoma,"74,690"
15-2051,Oklahoma,"76,650"
43-1011,Oklahoma,"71,490"
11-2021,Oregon,"130,960"
15-1299,Oregon,"174,990"
43-1011,Oregon,"63,730"
11-2021,Pennsylvania,"112,960"
11-2022,Pennsylvania,"160,170"
13-1161,Pennsylvania,"67,800"
15-1299,Pennsylvania,"113,020"
15-2051,Pennsylvania,"106,630"
43-1011,Pennsylvania,"59,600"
13-1161,Rhode Island,"66,270"
43-1011,Rhode Island,"97,160"
11-2021,South Carolina,"196,400"
13-1161,South Carolina,"105,440"
43-1011,South Carolina,"64,580"
11-2021,Tennessee,"133,370"
13-1161,Tennessee,"49,210"
15-1299,Tennessee,"73,520"
15-2051,Tennessee,"101,360"
41-1012,Tennessee,"123,470"
43-1011,Tennessee,"77,690"
11-2021,Texas,"114,990"
11-2022,Texas,"135,680"
11-2032,Texas,"118,130"
13-1161,Texas,"70,590"
15-1299,Texas,"103,590"
15-2051,Texas,"133,230"
27-2012,Texas,"122,650"
27-3031,Texas,"127,380"
27-4011,Texas,"58,540"
41-4011,Texas,"73,260"
43-1011,Texas,"72,820"
11-2021,Utah,"126,560"
11-2022,Utah,"132,350"
13-1161,Utah,"76,880"
15-1299,Utah,"47,840"
15-2051,Utah,"102,150"
43-1011,Utah,"66,190"
43-1011,Vermont,"67,990"
11-2021,Virginia,"135,270"
11-2022,Virginia,"161,760"
13-1161,Virginia,"99,930"
15-1299,Virginia,"127,230"
15-2051,Virginia,"141,310"
41-1012,Virginia,"89,960"
43-1011,Virginia,"75,170"
13-1161,Washington,"79,950"
15-1299,Washington,"132,560"
15-2051,Washington,"137,610"
43-1011,Washington,"75,300"
43-1011,West Virginia,"47,480"
13-1161,Wisconsin,"53,990"
43-1011,Wisconsin,"59,240"
43-1011,Puerto Rico,"23,690"
11-2022,Alabama,"145,210"
13-1161,Alabama,"79,290"
15-1299,Alabama,"70,540"
15-2051,Alabama,"108,260"
27-1024,Alabama,"90,220"
27-3031,Alabama,"69,630"
41-9031,Alabama,"120,540"
43-1011,Alabama,"75,670"
51-1011,Alabama,"75,000"
13-1161,Alaska,"74,790"
17-3029,Alaska,"77,800"
43-1011,Alaska,"83,870"
11-2021,Arizona,"140,000"
13-1161,Arizona,"79,870"
15-1299,Arizona,"198,900"
15-2051,Arizona,"106,310"
17-3029,Arizona,"50,870"
43-1011,Arizona,"72,190"
51-1011,Arizona,"77,520"
13-1161,Arkansas,"58,890"
43-1011,Arkansas,"84,080"
11-2021,California,"175,010"
11-2022,California,"191,490"
11-2032,California,"158,550"
13-1161,California,"82,640"
15-1299,California,"136,030"
15-2051,California,"93,890"
17-3029,California,"62,400"
27-1011,California,"171,400"
27-1024,California,"102,740"
27-3031,California,"83,080"
41-4012,California,"78,900"
41-9031,California,"123,040"
43-1011,California,"79,870"
51-1011,California,"93,030"
11-2021,Connecticut,"108,870"
11-2022,Connecticut,"149,180"
13-1161,Connecticut,"71,570"
43-1011,Connecticut,"74,340"
51-1011,Connecticut,"91,410"
17-3029,Delaware,"57,710"
11-2021,District of Columbia,"161,670"
13-1161,District of Columbia,"102,990"
15-1299,District of Columbia,"167,500"
27-1024,District of Columbia,"100,890"
27-3031,District of Columbia,"89,610"
11-2021,Florida,"132,460"
11-2022,Florida,"154,520"
13-1161,Florida,*
15-1299,Florida,"108,820"
15-2051,Florida,"102,440"
17-3029,Florida,"73,140"
27-1024,Florida,"73,790"
27-3031,Florida,"56,330"
41-4011,Florida,*
43-1011,Florida,"70,740"
51-1011,Florida,"79,630"
11-2021,Georgia,"219,990"
11-2022,Georgia,"190,750"
13-1161,Georgia,"89,860"
15-1299,Georgia,"76,210"
15-2051,Georgia,"83,120"
17-3029,Georgia,"50,840"
27-1024,Georgia,"85,260"
27-3031,Georgia,"91,490"
43-1011,Georgia,"65,120"
51-1011,Georgia,"82,080"
15-1299,Hawaii,"100,590"
17-3029,Hawaii,"43,860"
43-1011,Hawaii,"74,360"
11-2022,Idaho,"159,150"
13-1161,Idaho,"67,350"
15-1299,Idaho,"94,020"
43-1011,Idaho,"105,650"
11-2021,Illinois,"130,940"
11-2022,Illinois,"138,710"
13-1161,Illinois,"74,750"
15-2051,Illinois,"72,390"
17-3029,Illinois,"63,960"
27-1024,Illinois,"64,970"
41-4012,Illinois,"121,390"
43-1011,Illinois,"72,460"
51-1011,Illinois,"81,500"
11-2021,Indiana,"184,060"
11-2022,Indiana,"163,260"
13-1161,Indiana,"68,640"
15-1299,Indiana,"75,980"
27-1024,Indiana,"64,750"
43-1011,Indiana,"63,040"
51-1011,Indiana,"81,340"
13-1161,Iowa,"86,070"
15-1299,Iowa,"157,310"
17-3029,Iowa,"57,970"
43-1011,Iowa,"65,520"
11-2021,Kansas,"119,530"
11-2022,Kansas,"224,330"
13-1161,Kansas,"73,230"
27-3031,Kansas,"79,720"
43-1011,Kansas,"81,890"
11-2022,Kentucky,"108,100"
13-1161,Kentucky,"48,880"
15-1299,Kentucky,"202,810"
15-2051,Kentucky,"59,420"
17-3029,Kentucky,"64,620"
27-1024,Kentucky,"58,690"
43-1011,Kentucky,"79,500"
51-1011,Kentucky,"114,350"
11-2021,Louisiana,"133,300"
11-2022,Louisiana,"140,660"
13-1161,Louisiana,"70,720"
15-1299,Louisiana,"75,540"
17-3029,Louisiana,"47,090"
41-4012,Louisiana,"80,220"
43-1011,Louisiana,"58,430"
51-1011,Louisiana,"119,290"
13-1161,Maine,"68,760"
11-2021,Maryland,"131,990"
11-2022,Maryland,"144,990"
13-1161,Maryland,"73,640"
15-1299,Maryland,"130,010"
17-3029,Maryland,"84,400"
27-1024,Maryland,"83,960"
27-3031,Maryland,"60,270"
43-1011,Maryland,"73,240"
11-2021,Massachusetts,"166,690"
11-2022,Massachusetts,"174,560"
13-1161,Massachusetts,"92,340"
15-1299,Massachusetts,"114,570"
15-2051,Massachusetts,"100,800"
17-3029,Massachusetts,"78,860"
27-1024,Massachusetts,"91,910"
27-3031,Massachusetts,"62,320"
41-4011,Massachusetts,"116,230"
41-4012,Massachusetts,"84,590"
43-1011,Massachusetts,"95,500"
51-1011,Massachusetts,"102,920"
11-2021,Michigan,"167,240"
11-2022,Michigan,"167,050"
13-1161,Michigan,"89,990"
15-1299,Michigan,"99,380"
15-2051,Michigan,"105,400"
17-3029,Michigan,"54,680"
27-1024,Michigan,"82,200"
27-3031,Michigan,"90,980"
41-1012,Michigan,"111,810"
41-4011,Michigan,"102,800"
41-4012,Michigan,"92,490"
41-9031,Michigan,"123,110"
43-1011,Michigan,"70,900"
51-1011,Michigan,"76,420"
11-2021,Minnesota,"154,350"
11-2022,Minnesota,"105,520"
13-1161,Minnesota,"87,860"
15-2051,Minnesota,"167,580"
17-3029,Minnesota,"50,510"
27-1024,Minnesota,"59,820"
27-3031,Minnesota,"76,150"
41-4012,Minnesota,"58,150"
43-1011,Minnesota,"69,960"
13-1161,Mississippi,"64,170"
43-1011,Mississippi,"72,970"
51-1011,Mississippi,"66,790"
11-2021,Missouri,"110,600"
11-2022,Missouri,"204,790"
13-1161,Missouri,"64,680"
15-1299,Missouri,"76,310"
17-3029,Missouri,"66,520"
27-1024,Missouri,"80,010"
27-3031,Missouri,"91,270"
41-4012,Missouri,"103,960"
43-1011,Missouri,"61,660"
51-1011,Missouri,"84,330"
11-2021,Nebraska,"106,800"
13-1161,Nebraska,"66,370"
15-2051,Nebraska,"96,710"
17-3029,Nebraska,"46,360"
27-1024,Nebraska,"68,530"
43-1011,Nebraska,"77,800"
11-2021,Nevada,*
11-2022,Nevada,"180,020"
13-1161,Nevada,"84,820"
15-1299,Nevada,"82,720"
43-1011,Nevada,"68,350"
51-1011,Nevada,"62,880"
13-1161,New Hampshire,"72,210"
27-1024,New Hampshire,"62,680"
43-1011,New Hampshire,"84,730"
51-1011,New Hampshire,"69,890"
11-2021,New Jersey,"136,170"
11-2022,New Jersey,"132,200"
13-1161,New Jersey,"71,140"
15-1299,New Jersey,"99,980"
15-2051,New Jersey,"74,170"
17-3029,New Jersey,"76,530"
27-1024,New Jersey,"96,870"
43-1011,New Jersey,"80,460"
51-1011,New Jersey,"76,960"
15-1299,New Mexico,"108,760"
17-3029,New Mexico,"52,260"
43-1011,New Mexico,"72,610"
11-2021,New York,"163,750"
11-2022,New York,"176,040"
13-1161,New York,"83,600"
15-1299,New York,"77,400"
15-2051,New York,"114,980"
27-1024,New York,"75,770"
27-3031,New York,"85,390"
27-3041,New York,"67,580"
41-1012,New York,"119,990"
41-9031,New York,*
43-1011,New York,"81,280"
51-1011,New York,"81,120"
11-2021,North Carolina,"143,010"
11-2022,North Carolina,"189,960"
13-1161,North Carolina,"73,300"
15-1299,North Carolina,"125,280"
15-2051,North Carolina,"106,440"
17-3029,North Carolina,"84,770"
27-1024,North Carolina,"78,160"
27-3031,North Carolina,"101,240"
27-3043,North Carolina,"68,210"
41-4011,North Carolina,"132,010"
41-4012,North Carolina,"93,570"
43-1011,North Carolina,"70,560"
51-1011,North Carolina,"77,740"
13-1161,North Dakota,"61,320"
15-1299,North Dakota,"78,980"
11-2021,Ohio,"128,090"
11-2022,Ohio,"161,150"
13-1161,Ohio,"65,500"
15-2051,Ohio,"73,300"
17-3029,Ohio,"59,430"
27-1011,Ohio,"106,840"
27-1024,Ohio,"74,900"
41-1012,Ohio,"116,210"
41-4011,Ohio,"76,920"
41-4012,Ohio,"70,440"
43-1011,Ohio,"65,430"
51-1011,Ohio,"75,800"
13-1161,Oklahoma,"91,260"
15-2051,Oklahoma,"87,440"
17-3029,Oklahoma,"59,750"
43-1011,Oklahoma,"56,320"
51-1011,Oklahoma,"93,940"
11-2021,Oregon,"115,030"
11-2022,Oregon,"154,990"
13-1161,Oregon,"69,740"
15-1299,Oregon,"83,300"
17-3029,Oregon,*
27-1024,Oregon,"78,260"
27-3031,Oregon,"63,300"
43-1011,Oregon,"66,960"
11-2021,Pennsylvania,"98,830"
11-2022,Pennsylvania,"147,160"
13-1161,Pennsylvania,"67,730"
15-1299,Pennsylvania,"93,830"
15-2051,Pennsylvania,"79,210"
17-3029,Pennsylvania,"58,840"
27-1024,Pennsylvania,"60,860"
27-3031,Pennsylvania,"48,160"
41-4011,Pennsylvania,"147,830"
43-1011,Pennsylvania,"77,230"
51-1011,Pennsylvania,"69,950"
13-1161,Rhode Island,"67,800"
11-2021,South Carolina,"143,240"
11-2022,South Carolina,"170,840"
13-1161,South Carolina,"75,970"
15-1299,South Carolina,"120,310"
15-2051,South Carolina,"128,020"
17-3029,South Carolina,"83,040"
43-1011,South Carolina,"85,940"
51-1011,South Carolina,"81,810"
11-2021,Tennessee,"188,180"
11-2022,Tennessee,"169,310"
13-1161,Tennessee,"57,100"
15-1299,Tennessee,"77,060"
17-3029,Tennessee,"64,480"
27-1024,Tennessee,"73,820"
43-1011,Tennessee,"78,430"
51-1011,Tennessee,"83,940"
11-2021,Texas,"163,390"
11-2022,Texas,"155,210"
11-2032,Texas,"175,540"
13-1161,Texas,"73,620"
15-1299,Texas,"83,950"
15-2051,Texas,"82,970"
17-3029,Texas,"68,820"
27-1014,Texas,"98,690"
27-1024,Texas,"92,910"
27-3031,Texas,"102,790"
27-3041,Texas,"87,560"
41-1012,Texas,"178,370"
41-4011,Texas,"105,280"
41-4012,Texas,"70,820"
41-9031,Texas,"114,800"
43-1011,Texas,"80,710"
51-1011,Texas,"78,540"
11-2021,Utah,"147,880"
13-1161,Utah,"76,940"
15-1299,Utah,"100,300"
15-2051,Utah,"78,110"
17-3029,Utah,"59,920"
27-1024,Utah,"82,310"
43-1011,Utah,"75,400"
51-1011,Utah,"57,220"
17-3029,Vermont,"50,640"
11-2021,Virginia,"210,240"
11-2022,Virginia,#
13-1161,Virginia,"88,200"
15-1299,Virginia,"100,680"
15-2051,Virginia,"132,420"
17-3029,Virginia,"74,070"
27-1024,Virginia,"117,580"
27-3031,Virginia,"78,160"
43-1011,Virginia,"77,360"
51-1011,Virginia,"93,950"
11-2021,Washington,"167,500"
11-2022,Washington,"187,370"
13-1161,Washington,"77,900"
15-1299,Washington,"85,500"
17-3029,Washington,"63,970"
27-1024,Washington,"84,870"
43-1011,Washington,"99,080"
51-1011,Washington,"114,180"
